position,pace,shooting,passing,dribbling,defending,physical,gkDiving,gkHandling,gkKicking,gkReflexes,gkPositioning,ovr
LB,73.22,38.68,60.71,68.78,80.67,51.22,9.74,12.03,7.62,6.91,13.49,80.54
ST,59.48,76.67,67.41,61.8,44.1,64.87,14.62,10.38,5.61,8.39,13.38,79.28
GK,45.66,22.8,44.99,43.16,44.59,65.16,68.37,63.12,73.56,86.99,55.47,77.17
RB,88.51,47.88,70.59,59.44,86.19,74.2,7.9,11.7,9.88,14.86,4.11,85.82
CAM,72.48,60.21,72.57,66.63,44.62,86.79,9.59,6.99,15.6,9.39,15.76,78.45
LB,66.95,61.15,65.74,74.91,84.6,65.22,10.58,16.77,12.59,17.29,7.85,80.76
CM,83.59,70.47,75.43,63.1,69.03,66.13,11.81,10.14,12.27,12.02,14.74,83.75
LW,89.96,78.03,74.25,70.17,46.17,66.76,9.19,8.55,14.0,9.78,8.87,84.03
LB,74.62,40.17,74.06,61.4,61.19,85.56,9.69,11.46,11.28,12.01,19.26,81.33
ST,78.77,69.83,62.17,61.51,44.43,67.0,9.41,13.64,12.35,16.99,14.8,81.18
ST,76.34,64.15,64.12,74.72,40.09,92.95,15.31,12.08,12.12,10.9,19.62,83.32
CB,67.65,34.99,66.63,44.71,74.93,73.77,14.6,14.44,14.4,1.0,14.53,81.41
LB,81.93,31.14,69.85,47.0,59.63,69.81,8.61,12.75,10.27,8.29,6.5,80.86
RB,73.57,60.75,76.53,71.06,80.5,61.49,8.21,6.59,9.86,1.88,19.03,83.57
LW,71.26,66.46,78.54,81.88,36.65,58.95,7.26,18.62,14.13,14.37,8.16,83.26
LB,56.57,33.49,72.98,48.68,69.82,67.55,12.27,9.3,10.5,13.07,11.84,79.54
CAM,91.51,62.93,59.66,64.61,42.98,52.39,16.76,7.98,14.79,13.51,11.02,80.2
RB,49.7,51.1,62.48,75.48,64.75,87.47,15.86,13.12,12.01,14.18,11.35,83.38
CB,78.89,34.74,75.65,52.7,82.11,83.43,16.34,11.67,13.95,17.95,19.62,87.77
GK,48.67,33.83,49.77,40.36,30.98,79.27,62.49,58.62,56.06,72.28,45.1,75.82
CM,62.33,55.36,77.85,71.29,60.53,48.14,6.33,13.76,11.51,15.72,12.2,78.84
CDM,53.48,38.41,72.0,55.45,81.51,83.08,5.23,15.97,4.52,19.13,15.04,83.44
CDM,41.61,55.86,61.81,49.11,61.04,59.26,13.33,9.59,9.43,14.12,14.0,72.99
CAM,71.48,89.3,69.57,91.76,34.47,68.78,10.06,8.07,12.48,11.92,8.51,88.36
CB,55.46,33.84,58.51,41.87,56.82,58.38,22.4,18.24,15.42,23.64,11.87,73.55
CDM,65.81,49.13,61.75,68.43,60.96,75.69,15.93,11.65,14.34,5.34,14.13,79.95
CDM,57.95,63.38,70.29,83.32,99.0,66.05,11.86,9.05,6.91,13.39,14.47,86.9
RW,81.96,66.51,68.55,84.97,50.24,43.95,16.0,8.66,6.47,9.18,15.33,84.72
LB,81.0,37.92,76.1,75.83,82.34,56.98,5.53,11.85,11.5,7.3,8.35,83.87
GK,51.35,18.76,43.14,37.17,34.22,62.44,73.57,62.82,69.85,63.14,71.14,74.26
GK,40.93,21.15,61.25,33.55,33.67,62.47,69.66,72.41,57.75,57.45,65.74,76.98
CAM,75.04,71.79,78.26,74.33,26.84,48.83,11.39,11.49,18.03,19.32,11.9,82.31
LB,72.12,47.36,52.84,63.66,66.5,61.32,8.86,10.02,18.72,5.11,14.39,78.3
CM,74.27,53.67,63.99,72.57,53.29,47.95,8.71,5.13,11.22,9.26,12.3,76.44
ST,77.54,83.16,49.98,72.19,40.45,77.34,12.1,16.04,7.26,4.87,19.87,82.85
ST,72.27,83.2,40.21,59.81,40.74,71.77,11.32,13.32,14.27,19.2,4.52,81.26
CM,74.41,46.38,64.53,60.56,53.16,73.37,7.64,13.44,13.66,7.96,8.73,78.01
GK,45.52,20.38,49.77,23.26,60.77,62.44,84.81,70.47,58.52,73.13,62.58,78.52
RB,82.77,39.08,86.1,59.16,64.23,61.34,7.43,11.37,15.56,11.16,4.64,83.43
CAM,60.55,73.44,62.82,71.33,43.73,39.51,12.87,22.79,11.57,15.61,14.44,79.49
LW,88.08,82.19,79.51,64.88,44.7,46.89,3.56,11.56,10.48,11.46,15.43,83.85
CDM,63.74,31.41,49.77,62.33,78.22,70.09,11.02,10.96,6.94,10.97,15.49,77.24
ST,92.96,74.94,55.35,63.21,30.99,75.74,11.29,15.07,15.2,12.05,19.1,85.42
RB,80.68,38.43,54.88,43.4,53.39,66.25,5.48,12.15,13.87,8.82,10.34,75.96
CB,60.18,42.96,45.15,40.15,71.46,74.07,5.57,10.86,16.94,16.7,18.07,78.15
RB,70.05,41.93,71.63,80.87,65.49,59.73,10.62,15.4,8.81,12.76,12.97,78.71
CM,81.67,50.33,65.34,71.75,81.97,56.87,13.48,15.58,4.6,11.03,11.79,81.07
ST,85.16,67.36,66.33,62.08,43.02,85.49,8.71,13.17,6.92,17.08,12.04,82.11
LW,84.77,64.75,77.41,61.73,50.43,67.28,19.31,15.02,12.35,18.67,15.59,81.41
ST,88.21,72.15,53.37,54.57,34.3,64.67,10.29,9.16,6.26,13.55,8.21,79.54
LW,75.55,91.91,76.01,93.01,30.74,63.22,16.8,15.9,10.35,4.8,11.42,88.08
CDM,65.62,57.87,55.54,72.04,67.67,79.38,12.7,10.37,11.86,9.11,16.43,82.3
CAM,63.8,50.84,69.71,94.82,34.49,74.03,10.15,8.28,11.6,18.12,13.87,82.45
GK,55.89,33.49,72.29,31.07,30.55,78.76,74.27,66.52,79.6,53.98,77.74,80.62
CB,37.94,41.32,57.81,39.88,98.48,76.07,12.06,10.64,22.31,14.26,15.4,84.12
CDM,62.74,52.91,65.23,57.4,78.14,95.52,15.49,9.05,10.44,18.08,13.81,82.78
CB,64.45,45.74,63.07,38.74,55.49,74.5,27.64,18.67,14.33,17.62,9.59,77.25
RW,75.78,64.93,72.94,80.03,29.71,57.57,14.6,15.4,5.81,8.41,10.21,84.17
RW,78.11,78.13,69.97,83.49,47.93,61.81,10.84,15.68,11.4,11.95,16.56,82.5
LW,74.48,79.38,76.73,85.03,45.95,48.67,13.16,9.43,13.79,15.0,12.96,84.76
GK,42.15,29.9,63.68,45.52,49.1,66.57,60.84,45.39,64.19,86.16,85.97,80.16
RW,68.49,80.68,72.77,87.31,42.13,87.16,9.91,6.58,10.99,9.71,11.95,85.99
LB,70.44,46.28,79.28,66.59,71.43,70.79,13.76,19.75,17.79,13.82,11.75,80.81
GK,43.3,27.06,41.91,33.68,36.86,58.53,84.9,63.16,58.95,77.61,79.75,81.52
CB,58.9,45.41,59.82,40.03,63.25,81.11,18.79,14.38,10.5,25.09,9.62,81.03
CB,79.98,31.48,51.61,54.6,81.71,90.64,14.21,6.66,17.97,7.68,16.32,86.79
CB,65.45,36.64,37.94,47.63,77.27,63.65,11.68,16.94,14.1,9.38,22.87,76.31
LW,86.41,71.79,74.02,69.38,47.4,74.08,5.96,10.47,12.14,13.86,9.34,83.73
LB,69.11,42.7,58.37,61.44,72.03,66.59,13.6,12.36,2.8,12.28,13.2,77.86
RW,67.62,69.83,62.38,87.21,34.53,59.6,13.92,6.25,17.32,15.43,15.04,80.62
RW,66.53,58.32,71.01,77.99,32.31,60.45,11.99,5.5,8.56,7.81,13.33,80.19
LB,72.89,45.03,76.8,69.3,80.09,65.41,12.84,13.8,10.09,8.44,19.42,80.48
CDM,63.39,47.13,68.2,47.23,69.76,80.23,13.73,6.14,15.59,16.64,10.36,80.19
LW,88.98,81.08,85.73,72.69,39.76,71.07,14.7,1.02,12.82,16.19,17.24,84.78
LW,80.89,75.41,54.0,71.14,40.0,44.7,9.52,24.54,9.32,10.62,10.13,79.73
ST,62.56,75.25,59.04,87.48,34.48,66.09,11.29,16.03,15.12,7.65,18.39,84.45
CAM,85.94,71.0,81.29,71.59,40.68,51.97,14.0,15.8,13.02,14.04,18.81,83.94
CDM,48.58,52.09,55.28,81.57,84.07,80.95,13.36,20.48,4.31,8.69,11.86,83.18
CDM,44.88,39.25,60.72,70.19,82.76,72.84,12.05,14.1,10.37,15.06,6.16,82.87
CAM,68.19,63.65,80.54,98.31,36.78,59.9,12.62,4.19,14.51,9.65,12.09,84.34
LW,76.15,56.76,59.86,84.88,48.8,46.58,16.36,13.53,15.1,12.89,11.96,78.79
LB,56.48,66.12,67.84,81.17,53.69,60.43,19.53,10.62,7.48,17.42,15.04,75.75
GK,42.48,16.03,51.7,22.73,42.47,77.8,70.61,64.75,61.14,54.02,76.28,79.35
ST,82.86,89.2,43.96,68.82,58.82,63.56,9.13,10.89,4.57,14.77,23.96,82.95
GK,62.29,13.88,42.03,30.75,44.75,46.81,57.54,68.04,71.31,78.56,89.8,82.34
CAM,69.65,63.52,75.64,47.54,38.41,65.46,10.27,13.66,8.02,12.94,13.46,78.22
GK,48.68,19.11,47.47,30.87,44.52,61.45,73.71,76.5,63.8,69.47,64.79,80.91
LB,63.8,44.01,72.68,73.99,61.74,63.94,18.49,17.01,10.59,20.36,13.51,80.78
RB,76.78,45.14,74.24,83.84,74.27,57.86,4.99,13.07,14.32,9.53,11.4,82.7
GK,39.06,22.95,53.91,20.63,53.5,50.27,84.71,57.88,50.36,75.06,69.04,82.06
GK,51.65,12.22,44.04,24.91,39.95,54.67,86.62,69.45,91.04,82.33,74.35,84.69
LW,64.51,61.61,77.53,82.0,30.0,64.28,21.63,10.3,13.46,6.29,10.83,81.06
CDM,63.63,39.23,50.88,54.77,52.5,92.32,13.8,11.97,7.54,8.45,17.4,78.94
CB,72.26,34.28,54.58,48.1,68.44,81.51,8.71,8.36,13.66,10.57,19.46,81.26
CAM,77.22,66.41,62.43,85.14,33.82,41.46,9.34,9.8,14.59,8.69,9.44,81.71
GK,50.32,33.64,28.2,45.59,43.65,62.3,81.09,74.23,58.92,70.4,69.67,80.66
GK,48.93,22.61,57.45,41.86,56.22,59.88,81.72,61.69,49.56,84.62,96.16,82.66
CB,55.19,32.01,58.52,27.36,82.0,73.74,21.85,19.72,15.66,17.6,12.51,80.9
RW,86.35,88.11,64.0,82.32,31.59,64.13,7.84,19.02,10.04,12.51,4.1,85.41
LW,89.06,51.12,65.17,88.04,54.05,59.38,10.39,16.26,10.98,8.54,10.05,82.54
LW,75.68,67.77,62.91,90.13,42.93,64.03,13.59,13.58,12.95,15.29,9.6,82.25
RB,87.53,29.86,78.4,74.01,81.05,62.88,9.84,13.51,12.37,10.91,10.34,84.44
CDM,77.94,63.42,61.06,72.18,74.09,84.22,14.99,8.7,12.28,6.92,7.45,83.05
CDM,61.34,44.65,77.62,43.53,82.82,64.04,10.28,16.47,11.37,8.36,2.98,83.34
RW,70.91,55.61,67.67,83.65,45.88,60.11,8.97,18.87,20.27,13.22,17.5,80.82
CAM,74.85,88.01,74.9,71.42,57.52,55.52,15.67,4.69,16.87,14.18,8.85,86.76
GK,42.55,36.28,42.75,44.79,48.34,73.79,68.93,67.5,57.3,92.63,79.64,80.47
LB,68.25,56.58,52.36,56.85,69.85,71.89,12.82,11.27,9.85,10.82,16.76,78.41
RW,72.5,74.05,57.72,77.52,37.92,47.74,14.29,13.4,14.42,23.19,8.6,79.74
LW,67.85,68.46,65.6,81.77,35.71,51.05,12.97,7.63,17.92,8.53,8.1,80.27
RW,76.23,65.74,70.81,75.7,47.03,49.31,16.53,11.97,8.65,10.77,16.89,80.54
CM,50.83,50.9,81.26,82.29,70.75,76.15,12.19,7.53,12.81,12.1,9.38,79.87
CDM,68.02,42.9,75.88,63.27,70.53,84.34,9.31,13.83,20.32,13.16,15.46,80.09
LB,78.84,32.2,76.36,76.87,63.03,80.62,16.95,17.08,13.2,6.42,12.23,84.05
RB,75.07,52.71,69.8,57.79,68.44,58.36,18.96,10.28,7.53,10.11,15.11,78.97
ST,70.72,92.75,61.7,59.26,36.48,63.83,16.59,18.28,12.1,13.85,12.95,83.03
GK,42.03,24.49,68.36,32.3,41.66,57.65,82.49,61.95,65.42,47.07,82.8,77.91
LB,72.98,60.02,58.7,63.9,65.96,70.08,11.01,14.62,16.43,17.86,22.63,80.68
CDM,57.15,54.51,70.53,73.87,64.68,69.5,7.99,5.98,10.55,10.45,11.89,75.63
RB,93.96,40.17,65.94,70.82,54.94,59.33,11.32,9.64,11.14,3.5,7.57,80.9
ST,82.0,99.0,61.61,69.61,44.15,83.52,12.07,8.76,12.02,10.09,20.55,87.74
CAM,78.21,72.17,92.34,73.53,43.59,63.81,18.16,17.08,15.54,12.55,14.93,85.44
GK,43.09,23.5,49.23,23.3,36.04,67.69,63.7,79.36,41.63,77.91,84.42,79.52
CB,50.59,40.78,62.71,56.28,77.02,62.18,11.47,15.07,22.11,15.76,4.15,78.52
CM,57.96,79.01,79.57,64.33,65.27,60.45,10.65,9.24,13.79,15.2,18.42,82.64
RB,76.5,51.34,53.27,49.65,74.17,76.55,16.4,14.76,13.79,10.34,2.8,79.92
RB,66.17,44.59,76.17,64.24,62.99,48.1,16.46,15.58,22.19,14.42,9.9,76.5
LW,72.82,64.82,72.9,65.47,33.97,66.24,12.6,3.04,11.14,8.08,13.76,80.86
CAM,91.45,79.59,92.71,74.25,42.92,70.72,5.03,13.98,9.44,13.37,17.6,87.89
LB,80.06,43.47,60.09,57.33,58.52,76.54,18.02,10.38,13.14,15.73,8.47,80.25
RW,81.85,70.03,83.9,75.12,21.56,48.02,13.46,7.8,15.28,12.0,10.75,83.7
CB,49.44,29.54,71.4,51.97,84.39,90.86,8.83,14.99,16.47,23.2,16.72,87.36
CM,69.62,58.97,63.24,68.7,52.21,61.16,14.37,7.62,10.1,14.38,7.92,77.65
LW,81.41,65.95,66.9,79.65,41.7,54.39,9.57,5.44,8.04,15.35,11.06,83.03
CDM,65.0,55.34,61.74,68.49,75.11,81.81,6.2,11.76,7.47,11.02,17.72,81.92
RB,67.35,67.32,64.63,52.59,83.96,56.69,19.34,12.41,11.32,13.92,14.29,78.47
CB,71.21,31.38,72.29,36.66,77.35,92.84,9.99,6.49,10.73,11.22,16.51,85.71
GK,50.24,18.55,39.13,37.6,44.69,64.42,67.49,65.45,72.72,90.52,68.1,84.04
CM,60.61,52.42,75.5,59.06,71.72,56.31,11.56,13.07,12.04,14.01,9.76,80.45
LB,75.35,40.22,55.9,77.36,68.33,49.21,11.59,14.98,13.42,8.4,6.25,78.46
CAM,93.73,67.7,77.22,76.32,64.29,46.7,11.78,8.3,2.18,15.89,12.45,84.0
CM,78.92,60.82,75.96,70.06,74.59,65.63,8.89,7.11,17.09,13.3,16.15,82.44
LB,70.55,56.34,58.64,66.58,67.24,74.05,11.42,7.1,10.92,18.34,9.31,81.94
GK,30.18,15.99,45.81,29.76,28.99,58.15,48.85,84.88,81.71,64.47,79.55,82.21
RW,60.71,57.03,74.07,75.29,34.4,66.57,9.03,14.06,11.15,17.89,9.86,81.65
GK,27.73,26.3,58.4,32.93,40.11,49.69,64.06,69.57,66.33,68.25,77.7,79.27
ST,76.29,70.25,47.19,70.18,45.32,65.6,14.36,6.87,10.55,15.95,12.51,80.59
CAM,70.73,64.01,75.07,72.59,36.52,47.21,15.18,10.91,15.76,3.33,9.83,79.2
CM,52.55,41.58,84.13,76.08,40.55,43.44,15.01,13.94,17.7,9.95,13.58,77.84
CM,63.28,71.41,67.36,70.11,72.81,73.82,14.81,13.02,12.04,12.17,10.07,81.03
CM,75.41,78.65,94.63,81.85,54.67,49.26,12.44,13.48,10.89,14.09,16.45,82.66
CDM,55.62,64.41,77.5,58.62,73.04,92.59,11.2,8.77,9.81,10.18,20.14,84.08
LB,68.57,30.39,58.09,64.06,73.37,58.02,13.25,11.59,12.31,14.49,8.74,77.84
CDM,48.7,55.24,66.04,63.15,97.85,64.05,16.76,17.59,9.52,11.55,15.55,80.42
ST,66.66,74.14,65.71,58.36,11.49,87.22,6.81,10.64,7.03,11.75,6.83,82.83
CB,58.56,48.66,59.8,55.25,95.56,71.16,13.76,5.46,11.18,17.01,21.56,84.32
LB,78.21,25.96,70.08,60.72,66.64,58.5,10.81,11.31,8.99,13.4,9.02,78.99
ST,66.97,70.91,61.52,63.29,52.01,90.92,18.93,10.8,14.72,13.22,23.56,83.01
CB,50.93,33.66,66.98,32.98,79.04,86.11,9.04,25.76,9.13,11.98,13.4,81.45
CB,55.84,47.22,55.34,47.71,69.19,96.9,13.83,9.89,14.04,19.78,20.12,82.28
RW,93.6,61.9,33.93,87.85,42.27,57.54,9.66,9.21,9.41,11.54,8.97,81.29
RB,68.96,42.59,83.22,51.92,60.49,66.54,11.64,10.23,15.07,7.11,11.13,77.6
CM,78.4,82.78,64.51,67.15,61.35,64.19,16.3,15.26,6.86,9.73,5.47,80.99
CDM,60.84,56.32,71.8,72.4,53.91,83.25,8.89,9.79,7.01,12.02,8.81,79.02
CM,67.2,43.82,64.47,68.38,42.88,46.22,7.95,20.38,4.74,15.51,17.69,73.03
CDM,64.45,48.86,71.9,65.65,63.37,72.27,10.04,4.34,15.0,12.6,22.19,78.39
LW,78.19,70.9,65.45,79.83,45.51,54.17,10.32,14.28,15.57,13.94,22.55,82.99
GK,46.6,25.36,51.49,38.92,43.08,68.09,74.95,76.72,69.7,81.79,86.33,84.46
CM,74.0,64.34,68.53,70.88,68.94,59.27,15.96,15.28,9.51,13.23,10.85,80.41
LW,75.37,80.73,60.84,86.63,41.47,65.01,6.81,15.44,15.64,13.46,21.78,84.33
GK,49.57,2.72,52.44,45.52,42.07,53.09,67.87,77.1,78.18,69.12,60.18,80.1
CM,46.93,62.52,65.67,60.36,66.08,60.53,4.45,19.35,12.7,8.59,9.11,75.62
RB,68.36,41.49,68.24,70.66,92.7,77.69,9.3,10.59,10.02,15.93,15.56,84.2
RB,68.5,60.18,66.91,58.78,78.72,79.2,13.05,6.01,9.91,12.43,14.37,79.05
RB,58.65,39.44,51.61,88.37,69.67,74.32,15.29,10.03,7.48,11.47,14.25,79.27
CDM,67.56,59.5,73.35,59.86,81.13,64.78,7.67,11.02,14.4,17.28,17.76,83.15
ST,85.8,90.02,70.67,72.3,34.8,63.67,13.51,8.96,13.99,9.83,4.52,85.55
GK,47.42,31.02,62.91,24.82,30.32,75.9,73.94,77.66,71.97,63.03,49.25,79.71
GK,44.2,8.79,51.8,30.16,46.19,70.13,64.37,74.93,52.97,69.78,70.99,78.72
CM,66.23,60.94,67.24,75.12,55.68,64.14,15.87,5.47,13.01,9.84,10.16,76.91
CAM,56.87,46.94,88.3,75.16,56.04,51.8,18.42,12.77,8.05,11.46,11.42,80.99
RW,74.98,65.17,63.56,73.27,34.02,56.61,12.71,16.09,16.83,10.11,8.67,81.25
LB,69.09,41.95,68.39,60.43,69.36,55.51,11.14,8.93,14.81,11.63,10.63,78.78
ST,66.31,75.79,54.53,68.09,36.77,72.84,19.36,10.52,19.09,8.76,16.59,79.03
LB,83.79,50.71,62.36,67.32,72.02,78.41,11.56,9.33,14.02,13.07,19.26,82.51
CDM,70.94,43.78,82.02,62.72,85.02,82.94,15.05,11.27,16.22,10.03,4.94,89.66
CM,42.11,77.1,86.49,73.58,58.33,55.6,8.78,17.72,12.45,13.35,13.35,79.48
LW,92.04,68.5,78.67,85.8,29.17,51.0,13.92,11.09,10.12,13.12,11.4,87.65
CB,59.78,36.5,56.19,36.24,86.2,78.22,8.9,5.53,12.7,13.28,10.83,83.58
LB,89.99,53.21,79.04,61.65,84.22,77.64,8.97,17.05,14.12,21.38,16.7,85.62
CB,63.21,45.94,55.09,52.22,90.61,68.22,13.66,10.25,17.95,20.95,11.85,86.12
LB,65.7,41.81,58.51,82.13,61.54,56.1,18.75,18.8,11.33,18.17,9.99,77.1
CAM,85.23,74.57,71.53,65.62,37.85,69.06,8.71,16.75,10.23,8.07,7.44,82.74
CM,64.52,47.86,62.49,71.58,57.24,73.7,9.27,15.55,13.59,7.18,11.4,78.12
LW,96.78,59.66,62.17,83.54,42.7,69.54,5.53,7.32,11.19,13.0,12.67,83.15
CM,62.94,67.18,65.13,66.69,49.23,61.35,11.69,13.71,17.27,8.74,17.81,77.5
ST,75.09,81.39,68.42,82.26,57.1,83.32,15.53,14.58,6.89,12.5,12.47,86.09
ST,75.93,99.0,50.93,84.05,35.79,67.75,8.9,8.71,8.68,8.73,16.16,83.83
ST,86.74,78.87,70.28,60.05,27.51,58.86,15.41,20.54,9.95,10.08,6.79,81.56
CM,69.11,57.67,74.29,78.92,71.17,52.95,5.64,9.72,13.1,13.37,20.56,77.93
CM,64.69,54.01,71.41,73.89,80.64,66.24,7.98,12.66,14.92,14.32,13.78,83.46
CB,50.29,18.6,49.12,39.9,65.51,85.03,20.39,13.09,10.0,19.05,13.69,79.71
CM,68.26,65.19,70.69,53.55,55.78,73.58,17.43,8.44,12.51,11.06,7.04,77.39
CM,69.57,45.73,84.18,58.92,73.41,71.49,16.07,10.82,8.02,14.53,5.28,80.12
CM,70.94,56.86,88.21,61.97,52.73,74.24,14.21,11.42,14.32,7.82,15.77,80.69
CM,54.09,48.46,83.96,70.89,61.7,70.56,14.48,12.93,12.89,2.84,14.36,80.12
RB,78.2,52.22,80.26,66.37,66.18,62.18,15.76,6.51,15.72,10.71,16.38,81.63
CB,59.24,40.6,48.13,42.79,85.97,83.56,12.83,11.31,12.36,9.94,24.84,83.66
GK,38.04,13.82,63.25,25.29,23.14,52.14,84.02,73.09,61.75,74.7,77.62,81.58
RW,69.16,78.06,62.83,82.18,33.43,59.74,8.36,8.99,10.71,20.84,11.59,81.13
LW,79.31,58.7,58.46,78.03,35.1,77.85,14.92,8.14,17.83,15.55,20.79,79.86
RB,78.11,54.96,54.86,68.52,66.43,81.31,4.51,13.53,15.39,5.74,19.02,80.53
CAM,72.43,62.87,76.32,70.37,35.12,66.51,16.58,9.52,13.63,13.04,19.68,81.82
LW,82.73,72.41,49.74,76.24,43.13,59.1,14.81,12.1,11.58,7.78,8.3,78.71
ST,68.37,78.61,25.23,75.34,28.56,86.75,16.32,12.46,10.48,11.08,7.53,82.42
GK,47.32,20.57,51.02,35.16,30.37,70.87,67.59,74.45,50.12,62.37,51.11,73.33
CAM,77.28,78.12,69.05,96.04,40.09,82.73,17.64,9.44,6.97,14.16,14.88,84.79
GK,54.16,21.89,58.87,31.35,45.9,62.49,73.45,75.17,66.38,77.69,75.18,82.97
CB,59.34,32.02,54.92,39.74,74.24,70.73,19.95,17.64,11.66,16.19,17.15,79.41
GK,55.68,24.23,69.13,39.8,26.15,54.78,69.2,71.01,54.7,70.42,70.95,76.66
LB,61.96,34.04,74.98,68.67,60.17,64.38,13.3,9.32,13.65,13.3,18.9,76.37
CB,73.63,43.67,56.08,58.78,98.11,85.52,9.57,11.74,18.78,14.37,11.16,89.9
CM,94.0,79.3,83.99,75.6,52.32,53.96,9.27,6.02,12.77,11.53,7.66,85.39
CB,50.06,18.4,52.66,45.78,91.55,74.32,11.39,21.71,21.64,16.61,14.92,81.53
LW,85.17,66.21,72.19,63.82,29.03,57.39,11.61,9.61,15.93,2.85,17.86,82.63
CB,66.77,31.67,51.75,32.07,70.26,88.87,14.49,11.21,12.22,12.92,11.29,82.95
GK,36.78,18.74,63.29,41.43,34.12,78.29,69.89,88.31,64.03,69.34,90.96,85.31
RB,74.17,47.43,61.73,54.73,85.74,64.54,9.09,10.04,11.86,12.58,7.72,84.27
LW,87.06,70.38,43.76,83.34,36.07,54.49,16.17,11.68,10.54,13.1,17.46,81.25
LW,88.09,76.22,73.34,81.44,40.99,61.16,9.97,11.63,15.65,12.77,17.97,86.68
LW,86.49,73.69,65.72,76.93,48.58,76.78,15.16,15.71,12.1,10.16,9.12,83.24
GK,34.84,19.71,62.88,44.68,34.48,75.07,60.63,55.8,59.3,59.81,67.44,71.63
RW,66.59,68.41,66.82,79.27,40.09,55.05,11.32,12.52,16.3,9.15,12.81,80.5
LB,67.92,51.92,68.11,75.89,69.06,75.54,14.09,11.68,10.42,18.28,10.2,84.22
GK,47.24,13.93,55.43,29.57,42.98,83.21,78.75,81.54,59.77,86.67,59.46,83.47
LB,74.66,38.4,88.22,65.21,79.15,64.12,15.71,7.25,11.79,9.6,6.72,80.86
CB,57.43,41.96,59.81,61.07,74.2,71.49,16.35,13.33,15.33,22.98,12.18,81.99
RB,69.93,41.24,54.15,75.1,87.21,73.12,14.83,17.81,10.03,13.95,15.7,81.61
CDM,62.75,63.72,83.93,74.82,68.94,63.27,8.38,13.02,12.42,11.87,8.45,80.59
LW,83.07,77.83,58.41,72.69,38.88,66.43,15.45,15.21,3.71,17.12,8.93,81.41
CM,75.28,71.4,89.38,59.57,67.79,70.6,13.61,8.91,5.58,16.78,18.24,81.94
RB,83.17,39.05,76.41,48.23,68.08,66.54,17.62,5.48,8.06,10.93,11.92,82.53
CB,58.59,32.9,53.29,66.4,86.83,57.58,12.76,13.68,12.38,22.21,13.68,79.59
GK,41.65,24.67,64.54,37.12,55.22,63.46,75.19,71.25,77.7,64.93,79.82,85.73
LB,85.44,35.69,47.82,77.66,64.66,69.32,14.8,10.12,21.02,15.7,18.16,81.73
CDM,63.13,47.74,69.18,77.94,82.9,77.36,12.09,12.04,12.57,15.31,12.03,83.61
GK,30.53,18.61,62.26,39.62,45.85,54.77,60.53,97.42,46.59,82.56,68.22,80.39
GK,45.06,10.67,46.09,48.6,45.62,56.9,85.52,78.19,74.34,85.39,80.75,84.09
RW,76.92,75.59,64.16,65.91,33.53,56.29,10.26,12.28,15.26,13.81,8.77,80.11
RW,73.72,70.76,51.92,87.43,41.84,49.06,15.58,11.19,14.2,18.51,15.93,81.53
LW,80.19,55.34,63.47,68.65,34.22,44.05,10.74,10.17,13.18,9.86,4.85,80.03
LB,72.66,31.61,44.65,73.01,71.9,72.66,19.86,9.75,16.25,7.47,10.17,80.51
CM,76.34,65.44,71.88,62.67,79.71,55.74,9.0,6.3,16.4,15.1,6.42,79.48
CDM,63.29,47.93,69.52,52.67,73.51,85.15,10.95,15.16,5.36,14.1,12.58,80.19
GK,56.71,12.7,49.78,45.77,49.4,69.76,74.82,69.3,49.55,89.17,63.8,80.03
RW,97.01,60.13,70.74,83.53,32.59,63.21,16.16,10.23,7.16,7.39,12.74,84.14
CAM,67.94,70.49,88.98,82.72,45.89,45.21,17.71,11.62,12.43,12.08,5.62,84.95
LW,82.46,64.25,82.18,93.52,46.57,63.54,9.04,11.32,9.82,15.67,13.97,86.1
ST,73.05,85.72,61.7,80.89,28.19,71.71,14.48,11.31,16.62,9.26,13.55,85.25
CM,57.57,67.21,75.97,62.74,59.28,70.95,16.7,13.88,9.58,9.31,6.1,78.21
LB,69.34,47.26,83.21,65.46,58.25,68.44,13.45,7.64,6.25,8.18,20.79,78.01
LW,74.61,65.96,56.98,80.61,50.07,64.11,8.47,12.83,17.85,13.57,10.75,79.08
GK,46.53,12.0,45.61,35.94,49.41,61.91,76.05,87.04,48.69,38.78,61.13,75.8
LW,77.52,74.23,71.16,79.35,49.3,57.44,11.92,11.65,14.93,7.42,14.82,85.08
LW,75.36,56.59,79.04,81.52,50.26,70.39,13.2,14.34,8.11,10.76,19.97,81.64
CB,62.9,51.71,51.94,61.52,78.24,75.94,19.89,3.91,24.44,3.38,27.07,82.74
LW,81.85,79.53,47.29,78.13,35.37,74.5,6.84,14.29,5.85,15.43,2.63,83.06
CM,67.6,50.33,81.49,71.38,76.78,64.96,9.85,10.41,15.49,13.73,12.53,82.51
ST,73.87,79.3,76.6,76.86,37.26,80.21,14.94,18.98,6.64,18.75,7.04,84.17
RB,84.12,37.95,74.06,58.65,81.79,47.88,3.15,13.94,12.74,12.55,17.65,81.99
CM,74.86,48.5,54.19,75.18,43.17,54.46,12.93,11.08,17.4,9.35,10.6,74.74
RB,71.99,60.66,87.72,61.34,70.83,64.07,13.88,8.73,16.59,7.3,5.78,81.72
